National Mortality Rate by Cause Listed by State and Reporting Date Report    Sorted by State
Report Generated: 12/14/2021     16:53:38
                               WEEK          TOTAL         NATURAL      C19 MULTIPLE    C19 UNDERLYING
STATE                          ENDING        DEATHS        CAUSES          CAUSES           CAUSE
-----------------------------------------------------------------------------------------------------------
Washington                     04/04/20      1305           1194            160             157
Washington                     04/11/20      1304           1193            149             137
Washington                     04/18/20      1251           1116            125             116
Washington                     04/25/20      1231           1118            108              94
Washington                     05/02/20      1157           1058             80              73
Washington                     05/09/20      1211           1091             88              79
Washington                     05/16/20      1138           1014             71              63
Washington                     05/23/20      1114            993             49              41
Washington                     05/30/20      1058            943             37              32
Washington                     06/06/20      1055            922             35              29
Washington                     06/13/20      1101            978             44              38
Washington                     06/20/20      1133           1022             31              26
Washington                     06/27/20      1084            970             41              29
Washington                     07/04/20      1126           1007             44              39
Washington                     07/11/20      1162           1046             58              53
Washington                     07/18/20      1180           1062             51              47
Washington                     07/25/20      1180           1058             77              70
Washington                     08/01/20      1229           1090             92              82
Washington                     08/08/20      1234           1117             85              74
Washington                     08/15/20      1174           1040             77              61
Washington                     08/22/20      1199           1065             52              44
Washington                     08/29/20      1118            991             46              42
Washington                     09/05/20      1240           1095             42              34
Washington                     09/12/20      1146           1041             31              29
Washington                     09/19/20      1178           1066             44              37
Washington                     09/26/20      1168           1046             49              39
Washington                     10/03/20      1143           1021             49              41
Washington                     10/10/20      1162           1052             39              35
Washington                     10/17/20      1149           1039             44              31
Washington                     10/24/20      1195           1107             68              57
Washington                     10/31/20      1194           1085             71              60
Washington                     11/07/20      1274           1172             70              61
Washington                     11/14/20      1313           1198             91              80
Washington                     11/21/20      1325           1203            113              95
Washington                     11/28/20      1246           1133            149             137
Washington                     12/05/20      1354           1239            209             186
Washington                     12/12/20      1412           1297            224             204
Washington                     12/19/20      1381           1281            221             202
Washington                     12/26/20      1392           1266            208             179
Washington                     01/02/21      1348           1235            188             168
Washington                     01/09/21      1427           1298            217             193
Washington                     01/16/21      1393           1272            169             142
Washington                     01/23/21      1304           1198            176             149
Washington                     01/30/21      1331           1205            152             122
Washington                     02/06/21      1345           1227            149             122
Washington                     02/13/21      1236           1126             95              84
Washington                     02/20/21      1254           1148             87              73
Washington                     02/27/21      1233           1117             79              62
Washington                     03/06/21      1242           1123             60              55
Washington                     03/13/21      1193           1075             42              31
Washington                     03/20/21      1166           1047             38              29
Washington                     03/27/21      1210           1073             46              35
Washington                     04/03/21      1180           1056             35              24
Washington                     04/10/21      1212           1080             49              45
Washington                     04/17/21      1197           1062             59              46
Washington                     04/24/21      1209           1086             61              47
Washington                     05/01/21      1225           1114             62              53
Washington                     05/08/21      1209           1095             62              53
Washington                     05/15/21      1183           1059             74              61
Washington                     05/22/21      1147           1032             51              41
Washington                     05/29/21      1195           1083             69              54
Washington                     06/05/21      1241           1122             50              41
Washington                     06/12/21      1255           1110             58              50
Washington                     06/19/21      1158           1043             43              36
Washington                     06/26/21      1270           1122             46              38
Washington                     07/03/21      1583           1366             47              45
Washington                     07/10/21      1287           1117             36              28
Washington                     07/17/21      1222           1079             25              21
Washington                     07/24/21      1238           1112             34              29
Washington                     07/31/21      1221           1084             49              41
Washington                     08/07/21      1269           1143             80              68
Washington                     08/14/21      1311           1187            111              98
Washington                     08/21/21      1315           1180            157             138
Washington                     08/28/21      1399           1302            194             183
Washington                     09/04/21      1535           1421            272             251
Washington                     09/11/21      1474           1354            272             248
Washington                     09/18/21      1483           1380            303             279
Washington                     09/25/21      1484           1385            273             259
Washington                     10/02/21      1468           1363            244             223
Washington                     10/09/21      1399           1304            186             169
Washington                     10/16/21      1389           1288            204             191
Washington                     10/23/21      1302           1126            154             137
Washington                     10/30/21      1191            807            133             119
Washington                     11/06/21       826            376             94              90
West Virginia                  01/04/20       474            439              0               0
West Virginia                  01/11/20       494            441              0               0
West Virginia                  01/18/20       520            477              0               0
West Virginia                  01/25/20       442            392              0               0
West Virginia                  02/01/20       482            441              0               0
West Virginia                  02/08/20       482            432              0               0
West Virginia                  02/15/20       478            442              0               0
West Virginia                  02/22/20       466            421              0               0
West Virginia                  02/29/20       460            409              0               0
West Virginia                  03/07/20       483            431              0               0
West Virginia                  03/14/20       475            423              0               0
West Virginia                  03/21/20       470            425              0               0
West Virginia                  03/28/20       490            440              0               0
West Virginia                  04/04/20       467            415              0               0
West Virginia                  04/11/20       523            463              0               0
West Virginia                  04/18/20       419            374             11               0
West Virginia                  04/25/20       460            400             16              13
West Virginia                  05/02/20       482            419             15              10
West Virginia                  05/09/20       449            386              0               0
West Virginia                  05/16/20       477            420             14              11
West Virginia                  05/23/20       440            368              0               0
West Virginia                  05/30/20       412            353              0               0
West Virginia                  06/06/20       409            352              0               0
West Virginia                  06/13/20       458            391              0               0
West Virginia                  06/20/20       419            358              0               0
West Virginia                  06/27/20       464            410              0               0
West Virginia                  07/04/20       425            379              0               0
West Virginia                  07/11/20       435            368              0               0
West Virginia                  07/18/20       426            382              0               0
West Virginia                  07/25/20       501            439              0               0
West Virginia                  08/01/20       474            425             17              16
West Virginia                  08/08/20       494            438             22              21
West Virginia                  08/15/20       462            416             14              13
West Virginia                  08/22/20       497            441             31              24
West Virginia                  08/29/20       442            398             32              25
West Virginia                  09/05/20       458            399             27              24
West Virginia                  09/12/20       468            400             23              17
West Virginia                  09/19/20       484            419             36              27
West Virginia                  09/26/20       495            433             23              21
West Virginia                  10/03/20       424            383             23              21
West Virginia                  10/10/20       500            427             34              30
West Virginia                  10/17/20       455            418             21              19
West Virginia                  10/24/20       471            428             28              26
West Virginia                  10/31/20       485            441             44              40
West Virginia                  11/07/20       530            468             52              50
West Virginia                  11/14/20       554            492             54              49
West Virginia                  11/21/20       523            465             82              79
West Virginia                  11/28/20       568            524             87              80
West Virginia                  12/05/20       636            581            135             126
West Virginia                  12/12/20       645            574            161             155
West Virginia                  12/19/20       694            630            185             177
West Virginia                  12/26/20       666            603            174             156
West Virginia                  01/02/21       728            657            199             183
West Virginia                  01/09/21       720            636            213             196
West Virginia                  01/16/21       682            625            173             157
West Virginia                  01/23/21       608            561            139             126
West Virginia                  01/30/21       623            559            115              99
West Virginia                  02/06/21       586            534            105              87
West Virginia                  02/13/21       574            527             91              76
West Virginia                  02/20/21       513            474             55              45
West Virginia                  02/27/21       491            441             33              29
West Virginia                  03/06/21       503            457             29              24
West Virginia                  03/13/21       486            446             33              28
West Virginia                  03/20/21       503            441             21              19
West Virginia                  03/27/21       510            449             17              14
West Virginia                  04/03/21       479            419             25              19
West Virginia                  04/10/21       485            423             39              34
West Virginia                  04/17/21       505            445             34              27
West Virginia                  04/24/21       469            411             25              22
West Virginia                  05/01/21       518            459             33              26
West Virginia                  05/08/21       487            428             43              38
West Virginia                  05/15/21       481            427             30              27
West Virginia                  05/22/21       461            413             25              21
West Virginia                  05/29/21       456            392             26              23
West Virginia                  06/05/21       484            428             25              20
West Virginia                  06/12/21       462            422             15              12
West Virginia                  06/19/21       477            437             17              15
West Virginia                  06/26/21       435            385              0               0
West Virginia                  07/03/21       453            413             10               0
West Virginia                  07/10/21       458            409             11               0
West Virginia                  07/17/21       390            354              0               0
West Virginia                  07/24/21       400            378              0               0
West Virginia                  07/31/21       432            383             18              18
West Virginia                  08/07/21       472            422             25              22
West Virginia                  08/14/21       436            391             32              27
West Virginia                  08/21/21       381            332             35              33
West Virginia                  08/28/21       334            255             80              73
West Virginia                  09/04/21       306            155            116             108
West Virginia                  09/11/21       193            137            135             123
West Virginia                  09/18/21       155            150            149             132
West Virginia                  09/25/21       179            177            179             162
West Virginia                  10/02/21       192            191            190             166
West Virginia                  10/09/21       167            165            165             156
West Virginia                  10/16/21       122            121            122             108
West Virginia                  10/23/21       113            102            113             102
West Virginia                  10/30/21        65             39             64              55
West Virginia                  11/06/21        19              0             19              17
Wisconsin                      01/04/20      1118           1017              0               0
Wisconsin                      01/11/20      1060            960              0               0
Wisconsin                      01/18/20      1133           1023              0               0
Wisconsin                      01/25/20      1087            998              0               0
Wisconsin                      02/01/20      1176           1065              0               0
Wisconsin                      02/08/20      1056            955              0               0
Wisconsin                      02/15/20      1125           1017              0               0
Wisconsin                      02/22/20      1162           1050              0               0
Wisconsin                      02/29/20      1136            991              0               0
Wisconsin                      03/07/20      1116           1002              0               0
Wisconsin                      03/14/20      1105           1002              0               0
Wisconsin                      03/21/20      1115           1000              0               0
Wisconsin                      03/28/20      1146           1048             19              19
Wisconsin                      04/04/20      1221           1087             77              75
Wisconsin                      04/11/20      1171           1068             76              72
Wisconsin                      04/18/20      1152           1048             75              70
Wisconsin                      04/25/20      1026            928             47              40
Wisconsin                      05/02/20      1162           1046             72              70
Wisconsin                      05/09/20      1080            966             57              54
Wisconsin                      05/16/20      1022            912             55              48
Wisconsin                      05/23/20      1078            961             66              58
Wisconsin                      05/30/20      1139           1011             89              86
Wisconsin                      06/06/20      1043            916             47              42
Wisconsin                      06/13/20      1026            927             41              40
Wisconsin                      06/20/20      1085            958             37              34
Wisconsin                      06/27/20      1034            896             35              34
Wisconsin                      07/04/20      1066            919             24              20
Wisconsin                      07/11/20      1049            932             20              15
Wisconsin                      07/18/20      1039            924             35              28
Wisconsin                      07/25/20      1101            994             53              42
Wisconsin                      08/01/20      1057            945             48              41
Wisconsin                      08/08/20      1099            973             60              41
Wisconsin                      08/15/20      1126           1018             46              37
Wisconsin                      08/22/20      1061            930             38              33
Wisconsin                      08/29/20      1082            970             43              37
Wisconsin                      09/05/20      1039            927             40              30
Wisconsin                      09/12/20      1066            947             47              35
Wisconsin                      09/19/20      1140           1007             36              30
Wisconsin                      09/26/20      1102            976             60              48
Wisconsin                      10/03/20      1157           1041             85              76
Wisconsin                      10/10/20      1163           1060            127             113
Wisconsin                      10/17/20      1244           1136            194             174
Wisconsin                      10/24/20      1387           1284            280             234
Wisconsin                      10/31/20      1454           1339            349             287
Wisconsin                      11/07/20      1601           1476            425             364
Wisconsin                      11/14/20      1716           1597            525             455
Wisconsin                      11/21/20      1657           1553            565             497
Wisconsin                      11/28/20      1636           1512            489             420
Wisconsin                      12/05/20      1652           1533            515             432
Wisconsin                      12/12/20      1569           1456            436             379
Wisconsin                      12/19/20      1500           1396            399             356
Wisconsin                      12/26/20      1404           1295            329             268
Wisconsin                      01/02/21      1403           1293            310             248
Wisconsin                      01/09/21      1378           1252            279             220
Wisconsin                      01/16/21      1258           1165            240             180
Wisconsin                      01/23/21      1276           1161            215             156
Wisconsin                      01/30/21      1192           1073            195             130
Wisconsin                      02/06/21      1157           1047            161             106
Wisconsin                      02/13/21      1144           1036            112              71
Wisconsin                      02/20/21      1126           1020             73              50
Wisconsin                      02/27/21      1104           1017             77              51
Wisconsin                      03/06/21      1074            972             53              28
Wisconsin                      03/13/21      1054            961             47              28
Wisconsin                      03/20/21       995            905             34              18
Wisconsin                      03/27/21      1026            925             37              22
Wisconsin                      04/03/21       980            879             42              19
Wisconsin                      04/10/21      1062            938             42              29
Wisconsin                      04/17/21       986            883             48              33
Wisconsin                      04/24/21      1070            945             45              24
Wisconsin                      05/01/21      1022            915             50              31
Wisconsin                      05/08/21      1025            899             39              28
Wisconsin                      05/15/21      1000            909             42              32
Wisconsin                      05/22/21      1023            916             40              26
Wisconsin                      05/29/21      1014            911             28              21
Wisconsin                      06/05/21      1042            916             30              24
Wisconsin                      06/12/21      1051            935             20              10
Wisconsin                      06/19/21      1032            943             12               0
Wisconsin                      06/26/21       946            850              0               0
Wisconsin                      07/03/21      1066            953             19              12
Wisconsin                      07/10/21       987            881             15               0
Wisconsin                      07/17/21       955            847             11               0
Wisconsin                      07/24/21      1076            968             10               0
Wisconsin                      07/31/21      1102            993             23              13
Wisconsin                      08/07/21      1072            960             34              18
Wisconsin                      08/14/21      1058            975             46              28
Wisconsin                      08/21/21      1147           1047             74              52
Wisconsin                      08/28/21      1177           1077            110              80
Wisconsin                      09/04/21      1166           1082            118              93
Wisconsin                      09/11/21      1192           1102            134             105
Wisconsin                      09/18/21      1257           1166            161             127
Wisconsin                      09/25/21      1172           1078            146             113
Wisconsin                      10/02/21      1297           1176            169             125
Wisconsin                      10/09/21      1253           1151            176             120
Wisconsin                      10/16/21      1255           1147            172             136
Wisconsin                      10/23/21      1220           1021            147             116
Wisconsin                      10/30/21      1132            800            151             119
Wisconsin                      11/06/21       801            345             96              78
Wyoming                        01/04/20       144            130              0               0
Wyoming                        01/11/20        81             69              0               0
Wyoming                        01/18/20       103             94              0               0
Wyoming                        01/25/20        96             90              0               0
Wyoming                        02/01/20        94             85              0               0
Wyoming                        02/08/20        97             90              0               0
Wyoming                        02/15/20        75             69              0               0
Wyoming                        02/22/20       101             89              0               0
Wyoming                        02/29/20       100             92              0               0
Wyoming                        03/07/20        80             69              0               0
Wyoming                        03/14/20        85             78              0               0
Wyoming                        03/21/20       117            102              0               0
Wyoming                        03/28/20        88             74              0               0
Wyoming                        04/04/20       123            106              0               0
Wyoming                        04/11/20       102             88              0               0
Wyoming                        04/18/20        89             82              0               0
Wyoming                        04/25/20        98             89              0               0
Wyoming                        05/02/20        68             63              0               0
Wyoming                        05/09/20        83             76              0               0
Wyoming                        05/16/20       101             92              0               0
Wyoming                        05/23/20        96             83              0               0
Wyoming                        05/30/20        84             75              0               0
Wyoming                        06/06/20       105             85              0               0
Wyoming                        06/13/20        96             86              0               0
Wyoming                        06/20/20        93             82              0               0
Wyoming                        06/27/20        89             76              0               0
Wyoming                        07/04/20       102             87              0               0
Wyoming                        07/11/20       104             87              0               0
Wyoming                        07/18/20       101             88              0               0
Wyoming                        07/25/20        95             80              0               0
Wyoming                        08/01/20        90             72              0               0
Wyoming                        08/08/20       106             90              0               0
Wyoming                        08/15/20       113             96              0               0
Wyoming                        08/22/20       100             89              0               0
Wyoming                        08/29/20        89             71              0               0
Wyoming                        09/05/20       107             96              0               0
Wyoming                        09/12/20       121            104              0               0
Wyoming                        09/19/20        94             81              0               0
Wyoming                        09/26/20       112            101              0               0
Wyoming                        10/03/20       119            106              0               0
Wyoming                        10/10/20       102             94              0               0
Wyoming                        10/17/20       107             95             13              10
Wyoming                        10/24/20       131            117             22              17
Wyoming                        10/31/20       114            101             29              25
Wyoming                        11/07/20       136            131             40              39
Wyoming                        11/14/20       132            121             35              32
Wyoming                        11/21/20       135            123             36              34
Wyoming                        11/28/20       138            124             39              36
Wyoming                        12/05/20       123            111             46              38
Wyoming                        12/12/20       143            134             44              40
Wyoming                        12/19/20       165            152             44              39
Wyoming                        12/26/20       130            125             38              33
Wyoming                        01/02/21       129            118             30              20
Wyoming                        01/09/21       127            117             32              29
Wyoming                        01/16/21       110            101             22              20
Wyoming                        01/23/21       111            103             23              22
Wyoming                        01/30/21       118            108             16              12
Wyoming                        02/06/21       112            104             17              13
Wyoming                        02/13/21       102             94             15              14
Wyoming                        02/20/21       110             96              0               0
Wyoming                        02/27/21       102             87              0               0
Wyoming                        03/06/21        86             77              0               0
Wyoming                        03/13/21       104             94              0               0
Wyoming                        03/20/21        84             76              0               0
Wyoming                        03/27/21       109             99              0               0
Wyoming                        04/03/21        86             76              0               0
Wyoming                        04/10/21        91             79              0               0
Wyoming                        04/17/21        76             71              0               0
Wyoming                        04/24/21        98             91              0               0
Wyoming                        05/01/21        89             80              0               0
Wyoming                        05/08/21        91             84              0               0
Wyoming                        05/15/21        90             76              0               0
Wyoming                        05/22/21        95             82              0               0
Wyoming                        05/29/21        98             90              0               0
Wyoming                        06/05/21       105             97              0               0
Wyoming                        06/12/21       111            101              0               0
Wyoming                        06/19/21       108             96              0               0
Wyoming                        06/26/21        98             84              0               0
Wyoming                        07/03/21       101             88              0               0
Wyoming                        07/10/21        85             76              0               0
Wyoming                        07/17/21       108             93              0               0
Wyoming                        07/24/21        99             85             16              13
Wyoming                        07/31/21        94             83             10              10
Wyoming                        08/07/21       124            108             13              12
Wyoming                        08/14/21       137            122             17              15
Wyoming                        08/21/21       106             89             15              14
Wyoming                        08/28/21       125            112             27              27
Wyoming                        09/04/21       128            109             33              30
Wyoming                        09/11/21       139            128             27              25
Wyoming                        09/18/21       127            122             42              37
Wyoming                        09/25/21       132            123             44              40
Wyoming                        10/02/21       152            140             53              46
Wyoming                        10/09/21       151            139             46              41
Wyoming                        10/16/21       145            122             38              33
Wyoming                        10/23/21       137            107             37              36
Wyoming                        10/30/21       114             57             42              36
Wyoming                        11/06/21        82              0             26              24
Puerto Rico                    01/04/20       555            514              0               0
Puerto Rico                    01/11/20       594            551              0               0
Puerto Rico                    01/18/20       662            596              0               0
Puerto Rico                    01/25/20       630            582              0               0
Puerto Rico                    02/01/20       586            535              0               0
Puerto Rico                    02/08/20       605            566              0               0
Puerto Rico                    02/15/20       621            581              0               0
Puerto Rico                    02/22/20       613            566              0               0
Puerto Rico                    02/29/20       624            590              0               0
Puerto Rico                    03/07/20       619            569              0               0
Puerto Rico                    03/14/20       607            567              0               0
Puerto Rico                    03/21/20       625            593              0               0
Puerto Rico                    03/28/20       646            608             11               0
Puerto Rico                    04/04/20       584            558             18              17
Puerto Rico                    04/11/20       599            583             22              19
Puerto Rico                    04/18/20       564            535             20              12
Puerto Rico                    04/25/20       547            520             17              13
Puerto Rico                    05/02/20       548            525             14              12
Puerto Rico                    05/09/20       570            543             10               0
Puerto Rico                    05/16/20       547            513              0               0
Puerto Rico                    05/23/20       563            529              0               0
Puerto Rico                    05/30/20       570            527              0               0
Puerto Rico                    06/06/20       588            546              0               0
Puerto Rico                    06/13/20       571            537              0               0
Puerto Rico                    06/20/20       591            553              0               0
Puerto Rico                    06/27/20       543            508              0               0
Puerto Rico                    07/04/20       556            517              0               0
Puerto Rico                    07/11/20       601            572             12              11
Puerto Rico                    07/18/20       599            564             14              11
Puerto Rico                    07/25/20       610            583             27              23
Puerto Rico                    08/01/20       654            617             39              35
Puerto Rico                    08/08/20       658            620             42              40
Puerto Rico                    08/15/20       668            638             67              60
Puerto Rico                    08/22/20       693            662             47              46
Puerto Rico                    08/29/20       605            572             27              21
Puerto Rico                    09/05/20       640            593             48              36
Puerto Rico                    09/12/20       632            591             71              65
Puerto Rico                    09/19/20       624            585             45              39
Puerto Rico                    09/26/20       628            590             45              43
Puerto Rico                    10/03/20       595            564             50              46
Puerto Rico                    10/10/20       650            609             41              32
Puerto Rico                    10/17/20       613            574             41              34
Puerto Rico                    10/24/20       601            557             37              34
Puerto Rico                    10/31/20       621            588             41              31
Puerto Rico                    11/07/20       628            588             50              45
Puerto Rico                    11/14/20       630            593             72              58
Puerto Rico                    11/21/20       688            637             81              77
Puerto Rico                    11/28/20       693            659            108              97
Puerto Rico                    12/05/20       688            654            103              89
Puerto Rico                    12/12/20       686            659            113             100
Puerto Rico                    12/19/20       722            678            109              96
Puerto Rico                    12/26/20       689            646             91              71
Puerto Rico                    01/02/21       700            671             68              60
Puerto Rico                    01/09/21       713            679             80              70
Puerto Rico                    01/16/21       653            611             59              50
Puerto Rico                    01/23/21       652            606             44              40
Puerto Rico                    01/30/21       681            643             49              45
Puerto Rico                    02/06/21       622            583             46              41
Puerto Rico                    02/13/21       645            596             29              26
Puerto Rico                    02/20/21       644            605             28              25
Puerto Rico                    02/27/21       629            577             27              24
Puerto Rico                    03/06/21       626            577             17              14
Puerto Rico                    03/13/21       611            566             14              11
Puerto Rico                    03/20/21       623            574             19              18
Puerto Rico                    03/27/21       629            604             13              11
Puerto Rico                    04/03/21       597            563             23              20
Puerto Rico                    04/10/21       580            542             25              23
Puerto Rico                    04/17/21       649            609             54              52
Puerto Rico                    04/24/21       689            646             58              52
Puerto Rico                    05/01/21       623            585             53              50
Puerto Rico                    05/08/21       662            639             55              49
Puerto Rico                    05/15/21       662            635             55              50
Puerto Rico                    05/22/21       638            598             37              33
Puerto Rico                    05/29/21       613            567             23              21
Puerto Rico                    06/05/21       618            576             18              17
Puerto Rico                    06/12/21       573            536              0               0
Puerto Rico                    06/19/21       603            566              0               0
Puerto Rico                    06/26/21       623            575              0               0
Puerto Rico                    07/03/21       634            590              0               0
Puerto Rico                    07/10/21       602            568              0               0
Puerto Rico                    07/17/21       582            558              0               0
Puerto Rico                    07/24/21       584            541              0               0
Puerto Rico                    07/31/21       586            552             13              13
Puerto Rico                    08/07/21       638            605             35              30
Puerto Rico                    08/14/21       677            634             58              55
Puerto Rico                    08/21/21       697            665             88              82
Puerto Rico                    08/28/21       675            634             85              79
Puerto Rico                    09/04/21       697            654             87              79
Puerto Rico                    09/11/21       706            662             86              84
Puerto Rico                    09/18/21       655            617             63              62
Puerto Rico                    09/25/21       641            597             57              48
Puerto Rico                    10/02/21       586            555             27              24
Puerto Rico                    10/09/21       554            510             22              22
Puerto Rico                    10/16/21       590            490             13              12
